Date,Open,High,Low,Close,Volume
8/23/2019,180.839996,183.130005,176.660004,177.75,17323400
8/26/2019,179.399994,180.5,178.240005,180.360001,8773600
8/27/2019,181.929993,184.039993,181.009995,181.300003,14399600
8/28/2019,180.529999,181.949997,178.919998,181.759995,9386100
8/29/2019,183.770004,186.080002,183.470001,185.570007,10128700
8/30/2019,186.779999,186.800003,183.460007,185.669998,10774500
9/3/2019,184,185.669998,182.110001,182.389999,9779400
9/4/2019,184.649994,187.75,183.889999,187.139999,11308000
9/5/2019,188.529999,191.360001,187.940002,190.899994,13876700
9/6/2019,190.210007,190.210007,186.350006,187.490005,15226800
9/9/2019,187.729996,188.979996,185.850006,188.759995,14722400
9/10/2019,187.440002,188.100006,184.550003,186.169998,15455900
9/11/2019,186.460007,189.440002,186.080002,188.490005,11761700
9/12/2019,189.860001,190.929993,187.229996,187.470001,11419800
9/13/2019,187.330002,187.970001,186.539993,187.190002,11441100
9/16/2019,186.929993,187.789993,185.770004,186.220001,8444800
9/17/2019,186.660004,188.320007,185.539993,188.080002,9671100
9/18/2019,188.089996,189.080002,186.009995,188.139999,9681900
9/19/2019,188.660004,191.100006,188.149994,190.139999,10392700
9/20/2019,190.660004,193.100006,188.119995,189.929993,19934200
9/23/2019,189.339996,190.100006,185.210007,186.820007,13327600
9/24/2019,187.979996,188.039993,180.389999,181.279999,18546600
9/25/2019,181.449997,183.419998,177.869995,182.800003,18068300
9/26/2019,181.330002,181.399994,177.669998,180.110001,16083300
9/27/2019,180.490005,180.759995,175.660004,177.100006,14656200
9/30/2019,177.869995,178.669998,176.850006,178.080002,10740000
10/1/2019,179.149994,179.839996,174.880005,175.809998,17073000
10/2/2019,174.839996,176.529999,173.089996,174.600006,16151700
10/3/2019,175.570007,179.839996,173.630005,179.380005,16086300
10/4/2019,179.550003,180.979996,178.100006,180.449997,10430200
10/7/2019,180,181.179993,178.089996,179.679993,9178300
10/8/2019,178.259995,180.369995,177.720001,177.75,9466900
10/9/2019,179.160004,180.720001,177.940002,179.850006,7556900
10/10/2019,180.320007,181.610001,179.169998,180.029999,8605000
10/11/2019,182.149994,186.490005,182.139999,184.190002,14930500
10/14/2019,184.199997,184.619995,182.570007,183.279999,7006000
10/15/2019,183.800003,190.380005,183.660004,188.889999,15039100
10/16/2019,188.320007,189.699997,186.899994,189.550003,10516900
10/17/2019,190.300003,190.839996,188.770004,190.389999,9603000
10/18/2019,190.229996,191.490005,183.919998,185.850006,16874200
10/21/2019,187.039993,189.910004,186.75,189.759995,8122600
10/22/2019,190,190.649994,181.5,182.339996,19537600
10/23/2019,182.009995,186.380005,182,186.149994,12300400
10/24/2019,184.619995,186.729996,182.800003,186.380005,11413500
